_step,losses/positive_sim_mean,losses/negative_sim_mean,losses/positive_sim_std,losses/negative_sim_std,losses/num_pairs,losses/delta_mean,losses/contrastive_loss,overview/reward,similarity_gap
3682800.0,104.9169345498085,103.2721615433693,1.5187041758326814,2.417290918296203,64,31.7784423828125,0.003119932317531493,5.054473876953125e-05,1.644773006439209
7365600.0,42.99099877476692,41.65925708413124,0.573429063661024,1.031644532456994,64,30.2247314453125,0.0016505612002220005,7.963180541992188e-05,1.3317416906356812
11048400.0,25.772273242473602,22.360814169049263,0.5930637693963945,2.2250413792207837,64,30.91162109375,0.0008094304098449356,7.724761962890625e-05,3.4114590734243393
14731200.0,19.19970642030239,15.430950112640858,0.6156991135794669,2.2986910473555326,64,30.99755859375,0.0006667309955901146,0.00010395050048828125,3.7687563076615334
18414000.0,14.100483499467373,11.372656241059303,0.5807986792642623,1.6247976929880679,64,30.6016845703125,0.0008655874405576469,0.00011396408081054688,2.7278272584080696
22096800.0,16.437672324478626,12.236546356230974,0.6787637912202626,2.4187291469424963,64,31.371337890625,0.0005674534788795427,0.00012540817260742188,4.201125968247652
25779600.0,17.252609111368656,12.352173507213593,0.7571048073004931,2.7112791361287236,64,30.90234375,0.0004745712113845002,7.82012939453125e-05,4.900435604155064
29462400.0,19.4012181609869,13.578533075749874,1.0102597465738654,3.161651326343417,64,30.8533935546875,0.00037994123374573974,5.8650970458984375e-05,5.822685085237026
33145200.0,1936.0242626369,1933.99090167135,57.75381329719676,44.07714709889842,64,30.4766845703125,0.23546184213614652,5.054473876953125e-05,2.033360965549946
36828000.0,1617.9013004302979,1617.8979682922363,5.322230670251884,4.946059639682062,64,30.857666015625,0.006197656801305129,0.00010728836059570312,0.0033321380615234375
40510800.0,1995.7106947898865,1995.7090258598328,0.831975213077385,0.7342469498398714,64,30.7283935546875,0.0035347560587979387,0.000164031982421875,0.0016689300537109375
44193600.0,3852.491936683655,3852.4915018081665,0.5388035966316238,0.472148823319003,64,30.909423828125,0.003167231203406118,0.0002846717834472656,0.00043487548828125
47876400.0,10418.359174251556,10416.443531990051,247.30874597351067,210.01900680494145,64,30.202880859375,0.5817780193519866,0.0004515647888183594,1.915642261505127
51559200.0,1286.28612947464,1286.2858476638794,0.10445747850462794,0.09966511375387199,64,31.4422607421875,0.00284542140798294,0.0006012916564941406,0.0002818107604980469
55242000.0,10019.02091217041,10018.85973072052,33.48770005229744,30.974887366377516,64,30.683349609375,0.042711434256489156,0.0004954338073730469,0.16118144989013672
58924800.0,17952.909730911255,17952.810638427734,67.35359453014098,65.33659530250588,64,30.7232666015625,0.2161240315053874,0.00024700164794921875,0.09909248352050781
62607600.0,3476.244918823242,3447.067416191101,357.58914121740963,291.4217574264767,64,30.504150390625,0.9764791080160649,0.00030803680419921875,29.177502632141113
66290400.0,11867.658992290497,11867.691812515259,66.55661204781791,67.58389293889923,64,31.07958984375,0.16155329725370393,0.00046062469482421875,-0.03282022476196289
69973200.0,5817.031295061111,5817.033912420273,19.351218555268133,19.790347611567995,64,30.499755859375,0.11277726677508326,0.00038909912109375,-0.002617359161376953
73656000.0,681863.9223022461,681863.8656005859,1359.1064177155495,1335.5459232926369,64,30.579345703125,5.856279829342384,0.0003771781921386719,0.05670166015625
77338800.0,112628.60983276367,112628.57412719727,79.12171676754951,75.6657712161541,64,30.8599853515625,0.23501088362536393,0.00046825408935546875,0.03570556640625
81021600.0,21333.97926712036,21333.971515655518,21.33207517489791,18.363984731957316,64,30.605712890625,0.07329759111598833,1.2874603271484375e-05,0.00775146484375
84704400.0,27864.44160079956,27864.439615249634,24.882530939299613,23.543556315358728,64,30.4180908203125,0.06871618911463884,0.0,0.0019855499267578125
88387200.0,18591.294151306152,18591.29454421997,6.6118787145242095,6.050546757876873,64,30.779541015625,0.008694909320183797,0.0,-0.000392913818359375
92070000.0,34140.67306518555,34140.67462158203,4.132365261204541,3.675545120611787,64,30.6484375,0.006380780248946394,0.0,-0.001556396484375
95752800.0,94230.48040771484,94230.48104858398,96.77211730089039,94.98892022669315,64,30.6890869140625,0.17200372037223133,0.0,-0.000640869140625
99435600.0,1151855.2290039062,1151855.0695800781,1406.0389942228794,1316.0294005274773,64,30.575927734375,1.0111296474351548,0.0,0.159423828125
103118400.0,4178786.19140625,4178786.1259765625,3700.1569876670837,3520.501044332981,64,30.2469482421875,2.49597725761123,0.0,0.0654296875
